order_id,shipping_date,shipping_days_actual,shipping_days_scheduled,shipping_mode,delivery_status,late_delivery_risk
50587,2017-01-11 10:31:00,3,4,Standard Class,Advance shipping,0
50567,2017-01-11 03:31:00,3,2,Second Class,Late delivery,1
50565,2017-01-14 02:49:00,6,4,Standard Class,Late delivery,1
50562,2017-01-11 01:46:00,3,4,Standard Class,Advance shipping,0
50545,2017-01-13 19:48:00,6,2,Second Class,Late delivery,1
50537,2017-01-10 17:00:00,3,4,Standard Class,Advance shipping,0
50531,2017-01-09 14:54:00,2,4,Standard Class,Advance shipping,0
50523,2017-01-11 12:06:00,4,4,Standard Class,Shipping on time,0
50511,2017-01-09 07:54:00,2,2,Second Class,Shipping on time,0
50509,2017-01-12 07:12:00,5,4,Standard Class,Late delivery,1
50499,2017-01-12 03:41:00,5,4,Standard Class,Late delivery,1
50498,2017-01-11 03:20:00,4,4,Standard Class,Shipping on time,0
50497,2017-01-10 02:59:00,3,4,Standard Class,Advance shipping,0
50495,2017-01-13 02:17:00,6,2,Second Class,Late delivery,1
50476,2017-01-08 19:38:00,2,4,Standard Class,Advance shipping,0
50471,2017-01-08 17:53:00,2,4,Standard Class,Advance shipping,0
50458,2017-01-10 13:20:00,4,2,Second Class,Late delivery,1
50452,2017-01-08 11:13:00,2,1,First Class,Late delivery,1
50451,2017-01-08 10:52:00,2,4,Standard Class,Advance shipping,0
50445,2017-01-12 08:46:00,6,4,Standard Class,Late delivery,1
50438,2017-01-10 06:19:00,4,2,Second Class,Late delivery,1
50433,2017-01-10 04:34:00,4,4,Standard Class,Shipping on time,0
50413,2017-01-07 21:34:00,2,1,First Class,Late delivery,1
50401,2017-01-07 17:21:00,2,1,First Class,Late delivery,1
50391,2017-01-07 13:51:00,2,4,Standard Class,Advance shipping,0
50385,2017-01-07 11:45:00,2,1,First Class,Late delivery,1
50381,2017-01-07 10:21:00,2,4,Standard Class,Advance shipping,0
50327,2017-01-07 15:26:00,3,2,Second Class,Late delivery,1
50326,2017-01-06 15:05:00,2,4,Standard Class,Advance shipping,0
50324,2017-01-09 14:23:00,5,4,Standard Class,Late delivery,1
50310,2017-01-10 09:29:00,6,4,Standard Class,Late delivery,1
50306,2017-01-06 08:04:00,2,4,Standard Class,Advance shipping,0
50301,2017-01-04 18:19:00,0,0,Same Day,Shipping on time,0
50299,2017-01-09 05:37:00,5,4,Standard Class,Late delivery,1
50288,2017-01-06 01:46:00,2,1,First Class,Late delivery,1
50286,2017-01-06 01:04:00,2,2,Second Class,Shipping on time,0
50283,2017-01-08 00:01:00,4,2,Second Class,Late delivery,1
50276,2017-01-05 21:34:00,2,2,Second Class,Shipping canceled,0
50269,2017-01-08 19:07:00,5,4,Standard Class,Late delivery,1
50260,2017-01-09 15:57:00,6,4,Standard Class,Late delivery,1
50251,2017-01-05 12:48:00,2,4,Standard Class,Advance shipping,0
50240,2017-01-09 08:57:00,6,4,Standard Class,Late delivery,1
50239,2017-01-08 08:36:00,5,4,Standard Class,Late delivery,1
50232,2017-01-06 06:09:00,3,4,Standard Class,Advance shipping,0
50225,2017-01-09 03:42:00,6,2,Second Class,Late delivery,1
50220,2017-01-09 01:57:00,6,4,Standard Class,Late delivery,1
50210,2017-01-03 10:26:00,1,0,Same Day,Shipping canceled,0
50195,2017-01-04 17:11:00,2,1,First Class,Late delivery,1
50189,2017-01-07 15:05:00,5,4,Standard Class,Late delivery,1
50183,2017-01-06 12:59:00,4,4,Standard Class,Shipping on time,0
50168,2017-01-06 07:44:00,4,4,Standard Class,Shipping on time,0
50150,2017-01-08 01:25:00,6,4,Standard Class,Late delivery,1
50147,2017-01-05 00:22:00,3,4,Standard Class,Advance shipping,0
50100,2017-01-07 07:54:00,6,4,Standard Class,Late delivery,1
50093,2017-01-05 05:27:00,4,4,Standard Class,Shipping on time,0
50088,2017-01-05 03:42:00,4,4,Standard Class,Shipping on time,0
50075,2017-01-06 23:09:00,6,4,Standard Class,Late delivery,1
50067,2017-01-03 20:20:00,3,2,Second Class,Late delivery,1
50059,2017-01-02 17:32:00,2,1,First Class,Late delivery,1
50052,2017-01-03 15:05:00,3,4,Standard Class,Advance shipping,0
50044,2017-01-05 12:17:00,5,4,Standard Class,Shipping canceled,0
50038,2017-01-04 10:11:00,4,4,Standard Class,Shipping on time,0
50031,2017-01-02 07:44:00,2,2,Second Class,Shipping on time,0
50029,2017-01-05 07:02:00,5,4,Standard Class,Late delivery,1
50023,2017-01-04 04:56:00,4,4,Standard Class,Shipping on time,0
50022,2017-01-03 04:35:00,3,4,Standard Class,Advance shipping,0
50020,2017-01-06 03:53:00,6,4,Standard Class,Late delivery,1
50009,2017-01-05 00:01:00,5,2,Second Class,Late delivery,1
50008,2017-01-03 23:40:00,4,2,Second Class,Late delivery,1
50006,2017-01-01 22:58:00,2,2,Second Class,Shipping on time,0
49992,2017-01-02 18:04:00,3,2,Second Class,Late delivery,1
49991,2017-01-01 17:43:00,2,1,First Class,Late delivery,1
49982,2017-01-02 14:34:00,3,4,Standard Class,Advance shipping,0
49981,2017-01-01 14:13:00,2,4,Standard Class,Advance shipping,0
49977,2017-01-02 12:49:00,3,2,Second Class,Late delivery,1
49971,2017-01-01 10:43:00,2,4,Standard Class,Advance shipping,0
49970,2017-01-01 10:21:00,2,1,First Class,Late delivery,1
49966,2017-01-01 08:57:00,2,1,First Class,Late delivery,1
49960,2016-12-30 18:51:00,0,0,Same Day,Shipping on time,0
49952,2017-01-02 04:03:00,3,4,Standard Class,Advance shipping,0
49947,2017-01-02 02:18:00,3,4,Standard Class,Advance shipping,0
49944,2017-01-04 01:15:00,5,4,Standard Class,Late delivery,1
49940,2017-01-04 23:51:00,6,2,Second Class,Late delivery,1
49938,2017-01-02 23:09:00,4,2,Second Class,Late delivery,1
49920,2017-01-04 16:50:00,6,2,Second Class,Late delivery,1
49914,2017-01-03 14:44:00,5,4,Standard Class,Late delivery,1
49906,2016-12-31 11:56:00,2,4,Standard Class,Advance shipping,0
49880,2017-01-04 02:50:00,6,2,Second Class,Late delivery,1
49863,2017-01-01 20:52:00,4,4,Standard Class,Shipping on time,0
49856,2016-12-30 18:25:00,2,4,Standard Class,Advance shipping,0
49854,2017-01-02 17:43:00,5,4,Standard Class,Late delivery,1
49850,2017-01-03 16:19:00,6,4,Standard Class,Late delivery,1
49843,2016-12-30 13:52:00,2,1,First Class,Late delivery,1
49837,2016-12-31 11:46:00,3,4,Standard Class,Advance shipping,0
49832,2016-12-30 10:01:00,2,1,First Class,Late delivery,1
49831,2016-12-30 09:40:00,2,1,First Class,Late delivery,1
49830,2017-01-03 09:19:00,6,4,Standard Class,Late delivery,1
49816,2016-12-30 04:24:00,2,4,Standard Class,Shipping canceled,0
49793,2016-12-29 20:21:00,2,1,First Class,Shipping canceled,0
49770,2017-01-02 12:17:00,6,4,Standard Class,Late delivery,1
49758,2016-12-31 08:05:00,4,4,Standard Class,Shipping on time,0
49751,2016-12-29 05:38:00,2,4,Standard Class,Shipping canceled,0
49740,2017-01-02 01:47:00,6,4,Standard Class,Late delivery,1
49723,2016-12-30 19:49:00,4,4,Standard Class,Shipping on time,0
49698,2016-12-30 11:04:00,4,4,Standard Class,Shipping on time,0
49697,2016-12-29 10:43:00,3,4,Standard Class,Advance shipping,0
49689,2016-12-31 07:55:00,5,4,Standard Class,Late delivery,1
49686,2016-12-28 06:52:00,2,4,Standard Class,Advance shipping,0
49685,2017-01-01 06:31:00,6,4,Standard Class,Late delivery,1
49683,2016-12-30 05:49:00,4,4,Standard Class,Shipping canceled,0
49675,2016-12-28 03:00:00,2,1,First Class,Shipping canceled,0
49669,2016-12-31 00:54:00,5,4,Standard Class,Late delivery,1
49666,2016-12-27 23:51:00,2,2,Second Class,Shipping canceled,0
49648,2016-12-27 17:33:00,2,1,First Class,Late delivery,1
49636,2016-12-27 13:21:00,2,1,First Class,Late delivery,1
49628,2016-12-29 10:32:00,4,4,Standard Class,Shipping on time,0
49625,2016-12-31 09:29:00,6,4,Standard Class,Shipping canceled,0
49591,2016-12-26 21:35:00,2,2,Second Class,Shipping on time,0
49564,2016-12-29 12:07:00,5,4,Standard Class,Late delivery,1
49556,2016-12-26 09:19:00,2,1,First Class,Late delivery,1
49524,2016-12-28 22:06:00,5,4,Standard Class,Late delivery,1
49520,2016-12-24 08:42:00,1,0,Same Day,Late delivery,1
49514,2016-12-28 18:36:00,5,4,Standard Class,Late delivery,1
49506,2016-12-25 15:48:00,2,2,Second Class,Shipping on time,0
49497,2016-12-26 12:39:00,3,2,Second Class,Late delivery,1
49474,2016-12-25 04:35:00,2,1,First Class,Late delivery,1
49463,2016-12-27 00:44:00,4,4,Standard Class,Shipping on time,0
49453,2016-12-24 21:14:00,2,1,First Class,Late delivery,1
49452,2016-12-24 20:53:00,2,1,First Class,Late delivery,1
49434,2016-12-27 14:34:00,5,2,Second Class,Late delivery,1
49433,2016-12-26 14:13:00,4,2,Second Class,Late delivery,1
49417,2016-12-24 08:37:00,2,1,First Class,Late delivery,1
49398,2016-12-26 01:58:00,4,4,Standard Class,Shipping on time,0
49395,2016-12-24 00:55:00,2,1,First Class,Late delivery,1
49388,2016-12-25 22:27:00,4,4,Standard Class,Shipping on time,0
49385,2016-12-27 21:24:00,6,4,Standard Class,Late delivery,1
49383,2016-12-25 20:42:00,4,4,Standard Class,Shipping on time,0
49351,2016-12-23 09:30:00,2,4,Standard Class,Advance shipping,0
49337,2016-12-24 04:35:00,3,4,Standard Class,Shipping canceled,0
49324,2016-12-26 00:02:00,5,4,Standard Class,Late delivery,1
49322,2016-12-23 23:20:00,3,4,Standard Class,Advance shipping,0
49303,2016-12-21 04:41:00,1,0,Same Day,Late delivery,1
49292,2016-12-23 12:49:00,3,4,Standard Class,Advance shipping,0
49282,2016-12-23 09:19:00,3,2,Second Class,Late delivery,1
49278,2016-12-20 19:55:00,0,0,Same Day,Shipping on time,0
49240,2016-12-25 18:36:00,6,4,Standard Class,Late delivery,1
49237,2016-12-22 17:33:00,3,4,Standard Class,Advance shipping,0
49235,2016-12-25 16:51:00,6,4,Standard Class,Late delivery,1
49224,2016-12-24 13:00:00,5,4,Standard Class,Late delivery,1
49212,2016-12-22 08:48:00,3,4,Standard Class,Advance shipping,0
49209,2016-12-24 07:45:00,5,4,Standard Class,Shipping canceled,0
49205,2016-12-25 06:21:00,6,4,Standard Class,Late delivery,1
49169,2016-12-23 17:44:00,5,4,Standard Class,Late delivery,1
49150,2016-12-24 11:05:00,6,4,Standard Class,Late delivery,1
49138,2016-12-22 06:52:00,4,4,Standard Class,Shipping on time,0
49133,2016-12-22 05:07:00,4,4,Standard Class,Shipping on time,0
49115,2016-12-23 22:49:00,6,4,Standard Class,Late delivery,1
49112,2016-12-20 21:46:00,3,2,Second Class,Late delivery,1
49102,2016-12-20 18:16:00,3,4,Standard Class,Advance shipping,0
49074,2016-12-22 08:27:00,5,4,Standard Class,Late delivery,1
49073,2016-12-21 08:06:00,4,2,Second Class,Late delivery,1
49050,2016-12-19 00:02:00,2,1,First Class,Late delivery,1
49040,2016-12-22 20:32:00,6,4,Standard Class,Shipping canceled,0
49038,2016-12-20 19:50:00,4,4,Standard Class,Shipping on time,0
49036,2016-12-18 19:08:00,2,4,Standard Class,Advance shipping,0
49033,2016-12-20 18:05:00,4,4,Standard Class,Shipping on time,0
49022,2016-12-19 14:14:00,3,4,Standard Class,Advance shipping,0
49018,2016-12-20 12:50:00,4,4,Standard Class,Shipping on time,0
49008,2016-12-20 09:20:00,4,2,Second Class,Late delivery,1
48986,2016-12-18 01:37:00,2,4,Standard Class,Advance shipping,0
48972,2016-12-18 20:43:00,3,4,Standard Class,Advance shipping,0
48966,2016-12-17 18:37:00,2,4,Standard Class,Advance shipping,0
48957,2016-12-18 15:28:00,3,4,Standard Class,Advance shipping,0
48946,2016-12-17 11:36:00,2,4,Standard Class,Advance shipping,0
48934,2016-12-17 07:24:00,2,1,First Class,Late delivery,1
48914,2016-12-20 00:24:00,5,4,Standard Class,Late delivery,1
48911,2016-12-16 23:21:00,2,4,Standard Class,Advance shipping,0
48908,2016-12-18 22:18:00,4,4,Standard Class,Shipping on time,0
48903,2016-12-18 20:32:00,4,4,Standard Class,Shipping on time,0
48902,2016-12-17 20:11:00,3,4,Standard Class,Advance shipping,0
48892,2016-12-17 16:41:00,3,4,Standard Class,Advance shipping,0
48883,2016-12-18 13:32:00,4,4,Standard Class,Shipping on time,0
48882,2016-12-17 13:11:00,3,4,Standard Class,Advance shipping,0
48877,2016-12-17 11:26:00,3,4,Standard Class,Advance shipping,0
48856,2016-12-16 04:04:00,2,4,Standard Class,Advance shipping,0
48849,2016-12-19 01:37:00,5,4,Standard Class,Late delivery,1
48823,2016-12-17 16:31:00,4,4,Standard Class,Shipping on time,0
48818,2016-12-17 14:46:00,4,4,Standard Class,Shipping on time,0
48812,2016-12-16 12:40:00,3,4,Standard Class,Advance shipping,0
48809,2016-12-18 11:36:00,5,4,Standard Class,Shipping canceled,0
48807,2016-12-16 10:54:00,3,4,Standard Class,Advance shipping,0
48802,2016-12-16 09:09:00,3,4,Standard Class,Advance shipping,0
48797,2016-12-16 07:24:00,3,4,Standard Class,Advance shipping,0
48792,2016-12-16 05:39:00,3,4,Standard Class,Advance shipping,0
48781,2016-12-15 01:48:00,2,2,Second Class,Shipping on time,0
48777,2016-12-16 00:24:00,3,4,Standard Class,Advance shipping,0
48773,2016-12-16 23:00:00,4,2,Second Class,Late delivery,1
48760,2016-12-18 18:26:00,6,4,Standard Class,Late delivery,1
48759,2016-12-17 18:05:00,5,4,Standard Class,Late delivery,1
48757,2016-12-15 17:23:00,3,4,Standard Class,Advance shipping,0
48749,2016-12-17 14:35:00,5,4,Standard Class,Late delivery,1
48741,2016-12-14 11:47:00,2,2,Second Class,Shipping canceled,0
48728,2016-12-16 07:14:00,4,4,Standard Class,Shipping on time,0
48720,2016-12-18 04:26:00,6,2,Second Class,Late delivery,1
48715,2016-12-18 02:41:00,6,4,Standard Class,Late delivery,1
48711,2016-12-14 01:16:00,2,4,Standard Class,Advance shipping,0
48710,2016-12-18 00:55:00,6,4,Standard Class,Late delivery,1
48701,2016-12-13 21:46:00,2,4,Standard Class,Advance shipping,0
48686,2016-12-13 16:31:00,2,4,Standard Class,Advance shipping,0
48679,2016-12-16 14:04:00,5,4,Standard Class,Late delivery,1
48663,2016-12-15 08:27:00,4,4,Standard Class,Shipping on time,0
48658,2016-12-15 06:42:00,4,4,Standard Class,Shipping on time,0
48656,2016-12-13 06:00:00,2,4,Standard Class,Advance shipping,0
48619,2016-12-15 17:03:00,5,2,Second Class,Late delivery,1
48597,2016-12-13 09:20:00,3,2,Second Class,Late delivery,1
48594,2016-12-15 08:17:00,5,2,Second Class,Late delivery,1
48589,2016-12-15 06:32:00,5,4,Standard Class,Late delivery,1
48588,2016-12-14 06:11:00,4,4,Standard Class,Shipping canceled,0
48586,2016-12-12 05:29:00,2,4,Standard Class,Advance shipping,0
48572,2016-12-13 00:35:00,3,4,Standard Class,Advance shipping,0
48571,2016-12-12 00:14:00,2,4,Standard Class,Advance shipping,0
48566,2016-12-11 22:28:00,2,4,Standard Class,Advance shipping,0
48536,2016-12-11 11:58:00,2,4,Standard Class,Advance shipping,0
48487,2016-12-10 18:48:00,2,1,First Class,Late delivery,1
48477,2016-12-11 15:18:00,3,4,Standard Class,Advance shipping,0
48472,2016-12-11 13:33:00,3,4,Standard Class,Advance shipping,0
48467,2016-12-11 11:47:00,3,4,Standard Class,Advance shipping,0
48466,2016-12-10 11:26:00,2,4,Standard Class,Advance shipping,0
48464,2016-12-13 10:44:00,5,4,Standard Class,Shipping canceled,0
48461,2016-12-10 09:41:00,2,4,Standard Class,Advance shipping,0
48458,2016-12-12 08:38:00,4,4,Standard Class,Shipping canceled,0
48451,2016-12-10 06:11:00,2,4,Standard Class,Advance shipping,0
48445,2016-12-14 04:05:00,6,4,Standard Class,Late delivery,1
48443,2016-12-12 03:23:00,4,4,Standard Class,Shipping on time,0
48431,2016-12-09 23:11:00,2,2,Second Class,Shipping on time,0
48416,2016-12-09 17:55:00,2,1,First Class,Late delivery,1
48396,2016-12-09 10:55:00,2,1,First Class,Late delivery,1
48391,2016-12-09 09:10:00,2,4,Standard Class,Advance shipping,0
48384,2016-12-12 06:43:00,5,4,Standard Class,Late delivery,1
48308,2016-12-08 04:05:00,2,1,First Class,Late delivery,1
48306,2016-12-08 03:23:00,2,4,Standard Class,Advance shipping,0
48283,2016-12-09 19:20:00,4,4,Standard Class,Shipping on time,0
48278,2016-12-07 17:35:00,2,1,First Class,Late delivery,1
48268,2016-12-09 14:04:00,4,2,Second Class,Late delivery,1
48260,2016-12-11 11:16:00,6,4,Standard Class,Late delivery,1
48252,2016-12-08 08:28:00,3,4,Standard Class,Advance shipping,0
48242,2016-12-08 04:58:00,3,4,Standard Class,Advance shipping,0
48236,2016-12-07 02:52:00,2,4,Standard Class,Advance shipping,0
48219,2016-12-09 20:54:00,5,4,Standard Class,Late delivery,1
48206,2016-12-06 16:21:00,2,4,Standard Class,Advance shipping,0
48205,2016-12-10 16:00:00,6,4,Standard Class,Late delivery,1
48203,2016-12-06 15:18:00,2,1,First Class,Late delivery,1
48201,2016-12-06 14:36:00,2,4,Standard Class,Advance shipping,0
48170,2016-12-10 03:44:00,6,4,Standard Class,Late delivery,1
48159,2016-12-08 23:53:00,5,4,Standard Class,Late delivery,1
48149,2016-12-08 20:23:00,5,4,Standard Class,Late delivery,1
48146,2016-12-05 19:20:00,2,4,Standard Class,Advance shipping,0
48140,2016-12-09 17:14:00,6,2,Second Class,Late delivery,1
48125,2016-12-09 11:58:00,6,4,Standard Class,Late delivery,1
48104,2016-12-08 04:37:00,5,4,Standard Class,Late delivery,1
48097,2016-12-06 02:10:00,3,2,Second Class,Late delivery,1
48090,2016-12-08 23:43:00,6,2,Second Class,Late delivery,1
48071,2016-12-04 17:03:00,2,4,Standard Class,Advance shipping,0
48068,2016-12-04 16:00:00,2,1,First Class,Late delivery,1
48066,2016-12-04 15:18:00,2,1,First Class,Late delivery,1
48055,2016-12-04 11:27:00,2,1,First Class,Shipping canceled,0
48045,2016-12-08 07:57:00,6,4,Standard Class,Late delivery,1
48041,2016-12-04 06:33:00,2,4,Standard Class,Advance shipping,0
48037,2016-12-05 05:09:00,3,4,Standard Class,Advance shipping,0
48019,2016-12-06 22:50:00,5,2,Second Class,Late delivery,1
47995,2016-12-07 14:26:00,6,4,Standard Class,Late delivery,1
47991,2016-12-03 13:02:00,2,2,Second Class,Shipping on time,0
47974,2016-12-06 07:04:00,5,4,Standard Class,Late delivery,1
47943,2016-12-04 20:13:00,4,4,Standard Class,Shipping on time,0
47933,2016-12-04 16:42:00,4,4,Standard Class,Shipping on time,0
47925,2016-12-02 13:54:00,2,1,First Class,Late delivery,1
47912,2016-12-03 09:21:00,3,4,Standard Class,Advance shipping,0
47904,2016-12-05 06:33:00,5,2,Second Class,Late delivery,1
47903,2016-12-04 06:12:00,4,4,Standard Class,Shipping on time,0
47891,2016-12-02 02:00:00,2,2,Second Class,Shipping on time,0
47888,2016-12-04 00:56:00,4,4,Standard Class,Shipping on time,0
47884,2016-12-04 23:32:00,5,4,Standard Class,Late delivery,1
47881,2016-12-01 22:29:00,2,1,First Class,Late delivery,1
47871,2016-12-01 18:59:00,2,4,Standard Class,Advance shipping,0
47864,2016-12-04 16:32:00,5,2,Second Class,Late delivery,1
47856,2016-12-01 13:44:00,2,2,Second Class,Shipping on time,0
47855,2016-12-05 13:23:00,6,2,Second Class,Late delivery,1
47847,2016-12-02 10:35:00,3,4,Standard Class,Advance shipping,0
47845,2016-12-05 09:53:00,6,4,Standard Class,Late delivery,1
47831,2016-11-29 16:58:00,0,0,Same Day,Shipping on time,0
47826,2016-12-01 03:13:00,2,4,Standard Class,Advance shipping,0
47822,2016-12-02 01:49:00,3,4,Standard Class,Advance shipping,0
47806,2016-11-30 20:13:00,2,1,First Class,Late delivery,1
47801,2016-11-30 18:28:00,2,4,Standard Class,Advance shipping,0
47799,2016-12-03 17:46:00,5,2,Second Class,Late delivery,1
47793,2016-11-30 15:39:00,2,1,First Class,Late delivery,1
47786,2016-11-30 13:12:00,2,1,First Class,Late delivery,1
47784,2016-11-29 00:30:00,1,0,Same Day,Late delivery,1
47738,2016-12-01 20:23:00,4,4,Standard Class,Shipping on time,0
47730,2016-12-03 17:35:00,6,4,Standard Class,Shipping canceled,0
47727,2016-11-29 16:32:00,2,1,First Class,Late delivery,1
47687,2016-11-30 02:31:00,3,4,Standard Class,Advance shipping,0
47684,2016-12-02 01:28:00,5,4,Standard Class,Late delivery,1
47681,2016-11-29 00:25:00,2,4,Standard Class,Advance shipping,0
47678,2016-11-30 23:22:00,4,4,Standard Class,Shipping on time,0
47676,2016-11-28 22:40:00,2,4,Standard Class,Advance shipping,0
47669,2016-12-01 20:13:00,5,4,Standard Class,Late delivery,1
47666,2016-11-28 19:10:00,2,4,Standard Class,Shipping canceled,0
47661,2016-11-28 17:25:00,2,2,Second Class,Shipping on time,0
47659,2016-12-01 16:43:00,5,2,Second Class,Late delivery,1
47658,2016-11-30 16:22:00,4,2,Second Class,Late delivery,1
47651,2016-11-28 13:55:00,2,4,Standard Class,Advance shipping,0
47650,2016-12-02 13:34:00,6,4,Standard Class,Late delivery,1
47646,2016-11-28 12:09:00,2,4,Standard Class,Advance shipping,0
47623,2016-11-26 16:06:00,0,0,Same Day,Shipping on time,0
47621,2016-11-26 15:24:00,0,0,Same Day,Shipping on time,0
47618,2016-11-26 14:21:00,0,0,Same Day,Shipping on time,0
47616,2016-11-28 01:39:00,2,4,Standard Class,Advance shipping,0
47615,2016-12-02 01:18:00,6,4,Standard Class,Late delivery,1
47601,2016-11-27 20:24:00,2,4,Standard Class,Advance shipping,0
47584,2016-11-30 14:26:00,5,4,Standard Class,Late delivery,1
47580,2016-12-01 13:02:00,6,4,Standard Class,Late delivery,1
47554,2016-11-30 03:56:00,5,2,Second Class,Late delivery,1
47547,2016-11-28 01:28:00,3,4,Standard Class,Advance shipping,0
47541,2016-11-26 23:22:00,2,4,Standard Class,Advance shipping,0
47533,2016-11-28 20:34:00,4,4,Standard Class,Shipping on time,0
47518,2016-11-28 15:19:00,4,4,Standard Class,Shipping on time,0
47515,2016-11-30 14:16:00,6,4,Standard Class,Shipping canceled,0
47508,2016-11-28 11:49:00,4,4,Standard Class,Shipping on time,0
47507,2016-11-27 11:28:00,3,4,Standard Class,Advance shipping,0
47505,2016-11-30 10:46:00,6,4,Standard Class,Late delivery,1
47483,2016-11-28 03:03:00,4,4,Standard Class,Shipping on time,0
47474,2016-11-28 23:54:00,5,2,Second Class,Late delivery,1
47427,2016-11-26 07:26:00,3,4,Standard Class,Advance shipping,0
47422,2016-11-25 05:41:00,2,1,First Class,Late delivery,1
47418,2016-11-27 04:17:00,4,4,Standard Class,Shipping on time,0
47414,2016-11-28 02:53:00,5,4,Standard Class,Late delivery,1
47413,2016-11-27 02:32:00,4,4,Standard Class,Shipping on time,0
47412,2016-11-26 02:11:00,3,4,Standard Class,Advance shipping,0
47353,2016-11-26 05:30:00,4,4,Standard Class,Shipping on time,0
47322,2016-11-23 18:39:00,2,1,First Class,Late delivery,1
47318,2016-11-23 17:15:00,2,1,First Class,Late delivery,1
47312,2016-11-24 15:09:00,3,4,Standard Class,Advance shipping,0
47305,2016-11-22 00:41:00,1,0,Same Day,Late delivery,1
47303,2016-11-25 11:59:00,4,4,Standard Class,Shipping on time,0
47287,2016-11-24 06:23:00,3,4,Standard Class,Advance shipping,0
47270,2016-11-27 00:26:00,6,2,Second Class,Late delivery,1
47251,2016-11-22 17:46:00,2,4,Standard Class,Advance shipping,0
47230,2016-11-26 10:25:00,6,2,Second Class,Late delivery,1
47182,2016-11-22 17:36:00,3,2,Second Class,Shipping canceled,0
47175,2016-11-25 15:09:00,6,4,Standard Class,Late delivery,1
47160,2016-11-25 09:53:00,6,4,Standard Class,Late delivery,1
47159,2016-11-24 09:32:00,5,4,Standard Class,Late delivery,1
47143,2016-11-23 03:56:00,4,2,Second Class,Late delivery,1
47138,2016-11-23 02:11:00,4,4,Standard Class,Shipping on time,0
47132,2016-11-22 00:05:00,3,2,Second Class,Late delivery,1
47128,2016-11-22 22:41:00,4,4,Standard Class,Shipping on time,0
47105,2016-11-24 14:37:00,6,4,Standard Class,Late delivery,1
47104,2016-11-23 14:16:00,5,4,Standard Class,Late delivery,1
47099,2016-11-20 12:31:00,2,1,First Class,Shipping canceled,0
47087,2016-11-21 08:19:00,3,2,Second Class,Late delivery,1
47081,2016-11-20 06:13:00,2,4,Standard Class,Advance shipping,0
47068,2016-11-22 01:40:00,4,4,Standard Class,Shipping on time,0
47066,2016-11-20 00:57:00,2,4,Standard Class,Advance shipping,0
47062,2016-11-19 23:33:00,2,1,First Class,Late delivery,1
47057,2016-11-20 21:48:00,3,4,Standard Class,Advance shipping,0
47045,2016-11-23 17:36:00,6,4,Standard Class,Late delivery,1
47043,2016-11-21 16:54:00,4,4,Standard Class,Shipping on time,0
47029,2016-11-22 12:00:00,5,2,Second Class,Late delivery,1
47026,2016-11-19 10:57:00,2,2,Second Class,Shipping on time,0
46975,2016-11-17 05:05:00,1,0,Same Day,Late delivery,1
46972,2016-11-17 04:02:00,1,0,Same Day,Late delivery,1
46971,2016-11-18 15:40:00,2,4,Standard Class,Advance shipping,0
46966,2016-11-18 13:55:00,2,1,First Class,Late delivery,1
46957,2016-11-19 10:46:00,3,4,Standard Class,Advance shipping,0
46932,2016-11-19 02:01:00,3,2,Second Class,Late delivery,1
46928,2016-11-20 00:37:00,4,4,Standard Class,Shipping on time,0
46904,2016-11-20 16:12:00,5,4,Standard Class,Late delivery,1
46902,2016-11-18 15:30:00,3,4,Standard Class,Advance shipping,0
46901,2016-11-17 15:09:00,2,4,Standard Class,Advance shipping,0
46860,2016-11-21 00:47:00,6,2,Second Class,Late delivery,1
46855,2016-11-20 23:02:00,6,4,Standard Class,Late delivery,1
46823,2016-11-16 11:49:00,2,1,First Class,Late delivery,1
46808,2016-11-18 06:34:00,4,4,Standard Class,Shipping on time,0
46790,2016-11-20 00:16:00,6,4,Standard Class,Late delivery,1
46780,2016-11-19 20:46:00,6,4,Standard Class,Late delivery,1
46775,2016-11-19 19:00:00,6,4,Standard Class,Late delivery,1
46767,2016-11-15 16:12:00,2,1,First Class,Late delivery,1
46751,2016-11-15 10:36:00,2,4,Standard Class,Advance shipping,0
46746,2016-11-15 08:51:00,2,4,Standard Class,Advance shipping,0
46734,2016-11-18 04:39:00,5,4,Standard Class,Late delivery,1
46724,2016-11-18 01:08:00,5,2,Second Class,Late delivery,1
46692,2016-11-15 13:56:00,3,4,Standard Class,Advance shipping,0
46672,2016-11-15 06:55:00,3,4,Standard Class,Advance shipping,0
46666,2016-11-14 04:49:00,2,4,Standard Class,Shipping canceled,0
46662,2016-11-15 03:25:00,3,4,Standard Class,Shipping canceled,0
46661,2016-11-14 03:04:00,2,4,Standard Class,Advance shipping,0
46658,2016-11-16 02:01:00,4,4,Standard Class,Shipping on time,0
46637,2016-11-14 18:40:00,3,4,Standard Class,Advance shipping,0
46634,2016-11-16 17:37:00,5,2,Second Class,Late delivery,1
46626,2016-11-13 14:48:00,2,4,Standard Class,Advance shipping,0
46624,2016-11-16 14:06:00,5,4,Standard Class,Late delivery,1
46622,2016-11-13 13:24:00,2,1,First Class,Late delivery,1
46618,2016-11-13 12:00:00,2,1,First Class,Late delivery,1
46615,2016-11-13 10:57:00,2,1,First Class,Late delivery,1
46594,2016-11-16 03:36:00,5,2,Second Class,Shipping canceled,0
46591,2016-11-13 02:33:00,2,4,Standard Class,Advance shipping,0
46578,2016-11-14 21:59:00,4,2,Second Class,Late delivery,1
